No_Struk,Tanggal,Waktu,Kasir,Menu,Kategori,Harga_Satuan,Jumlah,Subtotal,Total_Transaksi,Metode_Pembayaran
-20250814-0004,2025-08-14,19:42:09,val,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20250814-0005,2025-08-14,14:01:37,val,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250815-0001,2025-08-15,11:47:37,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20250815-0002,2025-08-15,09:10:29,valencia,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20250815-0003,2025-08-15,18:39:06,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20250815-0004,2025-08-15,15:33:05,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Tunai
-20250815-0005,2025-08-15,19:04:51,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20250816-0001,2025-08-16,16:22:33,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Debit
-20250816-0002,2025-08-16,09:57:53,valencia,Cappucino,Kopi,15000,4,60000,60000,Debit
-20250816-0003,2025-08-16,12:15:02,val,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250816-0004,2025-08-16,20:11:49,val,Americano,Kopi,12000,1,12000,12000,Debit
-20250816-0005,2025-08-16,19:21:07,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,QRIS
-20250817-0001,2025-08-17,10:05:27,val,Spagetti,Pasta,20000,3,60000,60000,Tunai
-20250817-0002,2025-08-17,14:34:26,val,Spagetti,Pasta,20000,2,40000,40000,QRIS
-20250817-0003,2025-08-17,11:11:01,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250817-0004,2025-08-17,21:58:58,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Debit
-20250817-0005,2025-08-17,20:41:35,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20250818-0001,2025-08-18,13:19:41,val,Americano,Kopi,12000,3,36000,36000,Debit
-20250818-0002,2025-08-18,13:40:35,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250818-0003,2025-08-18,16:46:52,val,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20250818-0004,2025-08-18,21:01:43,valencia,Lasagna,Pasta,25000,2,50000,50000,QRIS
-20250818-0005,2025-08-18,14:58:16,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20250819-0001,2025-08-19,15:53:25,val,Americano,Kopi,12000,3,36000,36000,Debit
-20250819-0002,2025-08-19,15:43:34,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250819-0003,2025-08-19,13:31:28,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250819-0004,2025-08-19,14:09:38,val,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20250819-0005,2025-08-19,20:44:16,valencia,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250820-0001,2025-08-20,17:21:49,val,Americano,Kopi,12000,1,12000,12000,Tunai
-20250820-0002,2025-08-20,15:09:02,valencia,Cheesecake,Dessert,15000,2,30000,30000,QRIS
-20250820-0003,2025-08-20,15:58:51,val,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20250820-0004,2025-08-20,16:56:34,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20250820-0005,2025-08-20,10:10:38,val,Espresso,Kopi,10000,5,50000,50000,QRIS
-20250821-0001,2025-08-21,16:38:21,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20250821-0002,2025-08-21,16:58:01,val,Latte,Kopi,15000,3,45000,45000,QRIS
-20250821-0003,2025-08-21,18:39:17,valencia,Americano,Kopi,12000,1,12000,12000,Tunai
-20250821-0004,2025-08-21,13:15:19,valencia,Americano,Kopi,12000,4,48000,48000,QRIS
-20250821-0005,2025-08-21,17:49:35,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20250822-0001,2025-08-22,18:23:24,val,Espresso,Kopi,10000,2,20000,20000,Debit
-20250822-0002,2025-08-22,17:18:39,val,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20250822-0003,2025-08-22,18:02:29,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250822-0004,2025-08-22,12:53:04,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250822-0005,2025-08-22,20:30:27,valencia,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250823-0001,2025-08-23,13:18:33,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20250823-0002,2025-08-23,14:29:32,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20250823-0003,2025-08-23,09:29:01,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20250823-0004,2025-08-23,21:58:57,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,QRIS
-20250823-0005,2025-08-23,09:59:25,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,Debit
-20250824-0001,2025-08-24,16:40:44,val,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20250824-0002,2025-08-24,17:24:26,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250824-0003,2025-08-24,09:29:24,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250824-0004,2025-08-24,15:49:16,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20250824-0005,2025-08-24,12:54:41,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20250825-0001,2025-08-25,11:18:04,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,QRIS
-20250825-0002,2025-08-25,11:10:19,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250825-0003,2025-08-25,16:06:06,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Tunai
-20250825-0004,2025-08-25,09:30:52,val,Americano,Kopi,12000,3,36000,36000,Tunai
-20250825-0005,2025-08-25,15:59:56,val,Gelato,Dessert,12000,3,36000,36000,Debit
-20250826-0001,2025-08-26,14:59:21,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20250826-0002,2025-08-26,15:02:07,valencia,Espresso,Kopi,10000,5,50000,50000,QRIS
-20250826-0003,2025-08-26,11:55:27,val,Americano,Kopi,12000,5,60000,60000,QRIS
-20250826-0004,2025-08-26,21:41:46,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250826-0005,2025-08-26,11:28:48,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20250827-0001,2025-08-27,18:47:35,valencia,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250827-0002,2025-08-27,15:12:04,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,QRIS
-20250827-0003,2025-08-27,15:06:12,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,QRIS
-20250827-0004,2025-08-27,13:59:48,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20250827-0005,2025-08-27,10:27:24,valencia,Cappucino,Kopi,15000,1,15000,15000,Debit
-20250828-0001,2025-08-28,10:54:41,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20250828-0002,2025-08-28,16:41:13,valencia,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250828-0003,2025-08-28,11:25:21,valencia,Kopi Tubruk,Kopi,8000,3,24000,24000,Tunai
-20250828-0004,2025-08-28,21:43:08,val,Cappucino,Kopi,15000,4,60000,60000,Debit
-20250828-0005,2025-08-28,16:40:27,val,Latte,Kopi,15000,1,15000,15000,Tunai
-20250829-0001,2025-08-29,09:07:39,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20250829-0002,2025-08-29,16:47:27,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20250829-0003,2025-08-29,16:05:11,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250829-0004,2025-08-29,15:00:21,valencia,Lasagna,Pasta,25000,1,25000,25000,Tunai
-20250829-0005,2025-08-29,14:55:40,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250830-0001,2025-08-30,14:28:48,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,Debit
-20250830-0002,2025-08-30,09:30:20,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250830-0003,2025-08-30,21:40:25,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20250830-0004,2025-08-30,11:14:30,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,Debit
-20250830-0005,2025-08-30,19:39:03,val,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20250831-0001,2025-08-31,09:18:40,val,Americano,Kopi,12000,2,24000,24000,Tunai
-20250831-0002,2025-08-31,16:03:02,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20250831-0003,2025-08-31,16:26:47,val,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20250831-0004,2025-08-31,15:25:34,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20250831-0005,2025-08-31,21:06:51,valencia,Americano,Kopi,12000,1,12000,12000,Tunai
-20250901-0001,2025-09-01,14:48:27,valencia,Americano,Kopi,12000,4,48000,48000,Tunai
-20250901-0002,2025-09-01,18:33:16,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20250901-0003,2025-09-01,16:50:33,valencia,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20250901-0004,2025-09-01,11:10:51,valencia,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20250901-0005,2025-09-01,17:18:50,val,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20250902-0001,2025-09-02,14:05:56,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20250902-0002,2025-09-02,12:11:08,val,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250902-0003,2025-09-02,15:20:35,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Debit
-20250902-0004,2025-09-02,21:47:13,valencia,Kopi Tubruk,Kopi,8000,3,24000,24000,QRIS
-20250902-0005,2025-09-02,11:53:31,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20250903-0001,2025-09-03,12:09:20,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,Debit
-20250903-0002,2025-09-03,16:59:17,val,Gelato,Dessert,12000,5,60000,60000,Debit
-20250903-0003,2025-09-03,21:48:45,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20250903-0004,2025-09-03,18:25:37,val,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250903-0005,2025-09-03,15:44:02,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,QRIS
-20250904-0001,2025-09-04,18:54:55,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20250904-0002,2025-09-04,19:10:21,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,QRIS
-20250904-0003,2025-09-04,12:22:53,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20250904-0004,2025-09-04,16:52:07,valencia,Gelato,Dessert,12000,1,12000,12000,Tunai
-20250904-0005,2025-09-04,14:24:30,val,Lasagna,Pasta,25000,4,100000,100000,Tunai
-20250905-0001,2025-09-05,16:14:29,val,Kopi Tubruk,Kopi,8000,5,40000,40000,QRIS
-20250905-0002,2025-09-05,14:47:08,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250905-0003,2025-09-05,16:29:17,valencia,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250905-0004,2025-09-05,17:36:34,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20250905-0005,2025-09-05,12:41:05,val,Americano,Kopi,12000,5,60000,60000,Debit
-20250906-0001,2025-09-06,14:44:11,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,Tunai
-20250906-0002,2025-09-06,17:16:45,valencia,Gelato,Dessert,12000,2,24000,24000,Tunai
-20250906-0003,2025-09-06,12:33:26,val,Latte,Kopi,15000,2,30000,30000,Debit
-20250906-0004,2025-09-06,11:57:48,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Tunai
-20250906-0005,2025-09-06,16:45:24,valencia,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250907-0001,2025-09-07,16:19:06,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,QRIS
-20250907-0002,2025-09-07,09:51:38,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20250907-0003,2025-09-07,17:53:09,valencia,Spagetti,Pasta,20000,2,40000,40000,Debit
-20250907-0004,2025-09-07,16:47:17,val,Cappucino,Kopi,15000,4,60000,60000,Debit
-20250907-0005,2025-09-07,14:16:04,val,Latte,Kopi,15000,1,15000,15000,Tunai
-20250908-0001,2025-09-08,13:33:37,valencia,Spagetti,Pasta,20000,3,60000,60000,QRIS
-20250908-0002,2025-09-08,14:00:18,valencia,Espresso,Kopi,10000,2,20000,20000,Debit
-20250908-0003,2025-09-08,10:41:10,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20250908-0004,2025-09-08,11:16:47,val,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20250908-0005,2025-09-08,10:05:16,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250909-0001,2025-09-09,21:59:06,valencia,Smoothie Kiwi,Smoothie,17000,5,85000,85000,Debit
-20250909-0002,2025-09-09,15:41:28,val,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250909-0003,2025-09-09,21:37:33,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250909-0004,2025-09-09,21:57:55,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,QRIS
-20250909-0005,2025-09-09,17:55:09,valencia,Gelato,Dessert,12000,2,24000,24000,Debit
-20250910-0001,2025-09-10,11:16:42,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20250910-0002,2025-09-10,19:02:08,val,Kopi Tubruk,Kopi,8000,1,8000,8000,Debit
-20250910-0003,2025-09-10,16:33:10,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20250910-0004,2025-09-10,15:19:41,val,Spagetti,Pasta,20000,2,40000,40000,QRIS
-20250910-0005,2025-09-10,11:28:17,val,Cappucino,Kopi,15000,4,60000,60000,Tunai
-20250911-0001,2025-09-11,13:28:46,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250911-0002,2025-09-11,17:34:59,valencia,Spagetti,Pasta,20000,5,100000,100000,QRIS
-20250911-0003,2025-09-11,10:53:10,valencia,Espresso,Kopi,10000,2,20000,20000,Tunai
-20250911-0004,2025-09-11,16:29:39,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,QRIS
-20250911-0005,2025-09-11,19:18:30,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Tunai
-20250912-0001,2025-09-12,12:50:57,val,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20250912-0002,2025-09-12,09:56:59,valencia,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20250912-0003,2025-09-12,15:12:25,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250912-0004,2025-09-12,11:51:14,val,Latte,Kopi,15000,4,60000,60000,Tunai
-20250912-0005,2025-09-12,15:01:45,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20250913-0001,2025-09-13,13:05:30,val,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20250913-0002,2025-09-13,09:58:12,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250913-0003,2025-09-13,14:16:43,val,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250913-0004,2025-09-13,11:12:31,valencia,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20250913-0005,2025-09-13,09:35:51,valencia,Americano,Kopi,12000,5,60000,60000,Tunai
-20250914-0001,2025-09-14,16:19:16,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Tunai
-20250914-0002,2025-09-14,17:03:14,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20250914-0003,2025-09-14,15:27:43,val,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250914-0004,2025-09-14,13:23:52,val,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250914-0005,2025-09-14,10:03:53,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250915-0001,2025-09-15,21:22:27,val,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20250915-0002,2025-09-15,16:20:04,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,QRIS
-20250915-0003,2025-09-15,20:29:59,valencia,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250915-0004,2025-09-15,19:18:56,val,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20250915-0005,2025-09-15,20:18:36,val,Latte,Kopi,15000,4,60000,60000,QRIS
-20250916-0001,2025-09-16,13:10:07,val,Gelato,Dessert,12000,4,48000,48000,QRIS
-20250916-0002,2025-09-16,16:44:17,val,Gelato,Dessert,12000,5,60000,60000,Debit
-20250916-0003,2025-09-16,09:54:22,val,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250916-0004,2025-09-16,21:35:24,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Debit
-20250916-0005,2025-09-16,19:28:25,val,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250917-0001,2025-09-17,19:30:25,valencia,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20250917-0002,2025-09-17,16:32:56,val,Americano,Kopi,12000,5,60000,60000,Debit
-20250917-0003,2025-09-17,10:13:40,val,Smoothie Alpukat,Smoothie,16000,3,48000,48000,QRIS
-20250917-0004,2025-09-17,19:26:08,valencia,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250917-0005,2025-09-17,17:27:06,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250918-0001,2025-09-18,17:24:22,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20250918-0002,2025-09-18,15:46:04,val,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250918-0003,2025-09-18,11:14:04,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,QRIS
-20250918-0004,2025-09-18,09:44:20,val,Spagetti,Pasta,20000,4,80000,80000,Debit
-20250918-0005,2025-09-18,13:55:29,val,Americano,Kopi,12000,3,36000,36000,QRIS
-20250919-0001,2025-09-19,16:55:25,val,Kopi Tubruk,Kopi,8000,3,24000,24000,Tunai
-20250919-0002,2025-09-19,13:54:07,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20250919-0003,2025-09-19,19:03:03,val,Latte,Kopi,15000,1,15000,15000,Debit
-20250919-0004,2025-09-19,21:42:10,valencia,Gelato,Dessert,12000,1,12000,12000,QRIS
-20250919-0005,2025-09-19,11:13:48,val,Spagetti,Pasta,20000,3,60000,60000,Debit
-20250920-0001,2025-09-20,11:47:10,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20250920-0002,2025-09-20,17:06:29,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250920-0003,2025-09-20,11:07:39,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20250920-0004,2025-09-20,13:46:32,val,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20250920-0005,2025-09-20,09:04:12,val,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20250921-0001,2025-09-21,13:52:14,valencia,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250921-0002,2025-09-21,13:50:23,val,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20250921-0003,2025-09-21,20:31:42,val,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20250921-0004,2025-09-21,21:48:24,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20250921-0005,2025-09-21,16:18:48,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250922-0001,2025-09-22,14:39:20,val,Smoothie Berrie,Smoothie,18000,3,54000,54000,QRIS
-20250922-0002,2025-09-22,19:05:45,val,Cappucino,Kopi,15000,2,30000,30000,Debit
-20250922-0003,2025-09-22,10:00:54,valencia,Americano,Kopi,12000,1,12000,12000,QRIS
-20250922-0004,2025-09-22,12:54:00,valencia,Lasagna,Pasta,25000,4,100000,100000,QRIS
-20250922-0005,2025-09-22,19:28:17,val,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20250923-0001,2025-09-23,14:18:47,valencia,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20250923-0002,2025-09-23,19:35:53,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250923-0003,2025-09-23,10:50:15,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Tunai
-20250923-0004,2025-09-23,10:06:08,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250923-0005,2025-09-23,17:55:07,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20250924-0001,2025-09-24,16:08:14,val,Americano,Kopi,12000,2,24000,24000,QRIS
-20250924-0002,2025-09-24,10:39:18,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Debit
-20250924-0003,2025-09-24,16:53:00,val,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20250924-0004,2025-09-24,11:52:12,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20250924-0005,2025-09-24,15:15:37,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20250925-0001,2025-09-25,11:15:10,val,Lasagna,Pasta,25000,5,125000,125000,Debit
-20250925-0002,2025-09-25,17:34:46,valencia,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20250925-0003,2025-09-25,11:44:45,val,Lasagna,Pasta,25000,4,100000,100000,Tunai
-20250925-0004,2025-09-25,18:08:13,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250925-0005,2025-09-25,10:29:22,valencia,Americano,Kopi,12000,5,60000,60000,QRIS
-20250926-0001,2025-09-26,15:34:12,valencia,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250926-0002,2025-09-26,20:18:01,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Debit
-20250926-0003,2025-09-26,19:33:30,val,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250926-0004,2025-09-26,20:21:26,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20250926-0005,2025-09-26,16:00:55,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250927-0001,2025-09-27,21:08:20,valencia,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20250927-0002,2025-09-27,12:03:50,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20250927-0003,2025-09-27,15:52:41,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250927-0004,2025-09-27,14:36:55,val,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20250927-0005,2025-09-27,19:08:45,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Tunai
-20250928-0001,2025-09-28,10:44:41,valencia,Cheesecake,Dessert,15000,2,30000,30000,QRIS
-20250928-0002,2025-09-28,19:56:17,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,Tunai
-20250928-0003,2025-09-28,18:28:26,valencia,Lasagna,Pasta,25000,2,50000,50000,Debit
-20250928-0004,2025-09-28,19:06:27,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20250928-0005,2025-09-28,16:54:33,val,Espresso,Kopi,10000,3,30000,30000,Tunai
-20250929-0001,2025-09-29,20:08:11,val,Americano,Kopi,12000,4,48000,48000,Tunai
-20250929-0002,2025-09-29,16:08:32,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250929-0003,2025-09-29,21:18:05,val,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250929-0004,2025-09-29,15:30:15,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20250929-0005,2025-09-29,16:56:12,valencia,Latte,Kopi,15000,5,75000,75000,Debit
-20250930-0001,2025-09-30,12:08:58,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,Tunai
-20250930-0002,2025-09-30,13:26:04,valencia,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20250930-0003,2025-09-30,21:18:06,val,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250930-0004,2025-09-30,16:23:58,valencia,Gelato,Dessert,12000,2,24000,24000,Tunai
-20250930-0005,2025-09-30,13:36:50,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20251001-0001,2025-10-01,18:48:44,valencia,Cappucino,Kopi,15000,2,30000,30000,Debit
-20251001-0002,2025-10-01,14:34:43,valencia,Espresso,Kopi,10000,1,10000,10000,Debit
-20251001-0003,2025-10-01,21:41:41,val,Gelato,Dessert,12000,5,60000,60000,QRIS
-20251001-0004,2025-10-01,09:16:01,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20251001-0005,2025-10-01,12:31:40,val,Espresso,Kopi,10000,5,50000,50000,Tunai
-20251002-0001,2025-10-02,13:09:41,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20251002-0002,2025-10-02,17:36:56,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251002-0003,2025-10-02,12:02:19,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251002-0004,2025-10-02,12:28:51,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20251002-0005,2025-10-02,11:29:04,valencia,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20251003-0001,2025-10-03,14:42:07,valencia,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20251003-0002,2025-10-03,11:54:05,val,Gelato,Dessert,12000,4,48000,48000,QRIS
-20251003-0003,2025-10-03,09:06:17,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,QRIS
-20251003-0004,2025-10-03,13:18:48,val,Lasagna,Pasta,25000,4,100000,100000,QRIS
-20251003-0005,2025-10-03,19:13:42,val,Lasagna,Pasta,25000,3,75000,75000,QRIS
-20251004-0001,2025-10-04,17:25:12,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251004-0002,2025-10-04,13:54:17,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20251004-0003,2025-10-04,16:31:23,val,Cheesecake,Dessert,15000,3,45000,45000,Tunai
-20251004-0004,2025-10-04,21:53:10,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251004-0005,2025-10-04,18:09:21,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20251005-0001,2025-10-05,10:42:51,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251005-0002,2025-10-05,11:42:22,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20251005-0003,2025-10-05,19:24:27,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251005-0004,2025-10-05,11:57:55,valencia,Spagetti,Pasta,20000,3,60000,60000,Tunai
-20251005-0005,2025-10-05,09:16:13,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
